Owner,Account Name,Account Id,Control Name,Control ID,Severity,Failure Count,Sample Resources
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Network without Traffic Logging (AWS),27165,Medium,2,"vpc-0b8e8e260e253a2c7, vpc-06c1908f299d20a51"
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Logging - Enabled VPCs Flow Logs,16053,Medium,2,"vpc-0b8e8e260e253a2c7, vpc-06c1908f299d20a51"
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Public Application Load Balancer Without WAF Protection,27130,Medium,1,mi-hea-Publi-TEtHhDHft973
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Public Application Load Balancer Using WAF Without Known Bad Inputs Rule Group,27125,Medium,1,mi-hea-Publi-TEtHhDHft973
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Public Application Load Balancer Using WAF Without SQL Database Rule Group,27129,Medium,1,mi-hea-Publi-TEtHhDHft973
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Server Side Encryption via Bucket Policies,21497,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Bucket MFA Delete Enabled,21492,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Buckets Encrypted with Customer-Provided CMKs,21499,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Buckets Lifecycle Configuration,21500,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Cross Account Access,21494,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Defined Amazon Macie Job,16028,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Disabled HTTP Requests,16025,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Object Lock,21501,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Server Side Default Encryption,21496,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Public Application Load Balancer Using WAF Without Core Rule Group,27123,Medium,1,mi-hea-Publi-TEtHhDHft973
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,S3 - Transfer Acceleration,21502,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Public Application Load Balancer Using WAF Without IP Reputation List Rule Group,27124,Medium,1,mi-hea-Publi-TEtHhDHft973
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,AWS S3 - Bucket Logging Enabled,67003,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Public Application Load Balancer Using WAF Without Anonymous IP List Rule Group,27117,Medium,1,mi-hea-Publi-TEtHhDHft973
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Networking - Default Security Groups Restrict All,16073,Medium,1,default (sg-02a13fc9a179e2980)
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,ECS - Clusters should use Container Insights,21320,Medium,1,mi-hearts-shiny-network-ECSCluster-zNcLq5DEdD5S
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,GuardDuty - Findings,37202,Medium,1,ap-southeast-1 - GuardDuty Detector
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Check Lambda Function URL Not in Use,21365,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Cross Account Access,21350,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Enable Code Signing,21366,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Enable Enhanced Monitoring for Lambda Functions,21345,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Enable Provisioned Concurrency,21347,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Function Uses Supported Runtime,21131,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Tracing Enabled,21352,Medium,1,aws-controltower-NotificationForwarder:$LATEST
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Logging - Enabled S3 Read Events Log,16055,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Logging - Enabled Trail Log File Encryption,16051,Medium,1,aws-controltower-BaselineCloudTrail
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Logging - Enabled S3 Write Events Log,16054,Medium,1,cf-templates-1k9kosoj1ep2j-ap-southeast-1
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,CloudFormation - Integration with Simple Notification Service (SNS),21014,Low,12,"StackSet-AWSControlTowerBP-BASELINE-CLOUDWATCH-939e59d0-b992-4ef7-a815-e5cc2011437e, StackSet-AWSControlTowerBP-BASELINE-CLOUDWATCH-6e168b13-8e03-4f04-b25e-1ef9efa1c375, StackSet-AWSControlTowerBP-BASELINE-CLOUDWATCH-66359bb9-2602-48b3-87cb-42ba2c3e288a"
Lynn Yap (Asst Prof),AWS-LKC-MI-Heart-ST,211125343458,Lambda - Enable Dead Letter Queue for Lambda Functions,21343,Low,1,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,CloudFormation - Deletion Policy in Use,21445,High,15,"StackSet-AWSControlTowerBP-BASELINE-CONFIG-0f5418cd-0764-4ff0-87b0-d3ec5956c3cb, StackSet-sysdig-secure-organization-lihnqv-3f825043-365e-4abf-9e07-25e59f62e9fe, StackSet-AWSControlTowerBP-BASELINE-CONFIG-ffe29f31-b954-4004-913f-5b5659c8a7bb"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,CloudFormation - Stack Policy,21447,High,15,"StackSet-AWSControlTowerBP-BASELINE-CONFIG-0f5418cd-0764-4ff0-87b0-d3ec5956c3cb, StackSet-sysdig-secure-organization-lihnqv-3f825043-365e-4abf-9e07-25e59f62e9fe, StackSet-AWSControlTowerBP-BASELINE-CONFIG-ffe29f31-b954-4004-913f-5b5659c8a7bb"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,IAM - Enabled Access Analyzer,16022,High,10,"ap-southeast-2, eu-west-3, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,EBS - Enabled Encryption At Rest (Region-wise),16031,High,10,"ap-southeast-2, eu-west-3, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,SNS - Cross Account Access,21372,High,8,"arn:aws:sns:us-west-2:209479291237:aws-controltower-SecurityNotifications, arn:aws:sns:us-west-1:209479291237:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-2:209479291237:aws-controltower-SecurityNotifications"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,SNS - Enable Server-Side Encryption for Topics,21373,High,8,"arn:aws:sns:us-west-2:209479291237:aws-controltower-SecurityNotifications, arn:aws:sns:us-west-1:209479291237:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-2:209479291237:aws-controltower-SecurityNotifications"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Enable Encryption at Rest for Environment Variables using Customer Master Keys,21344,High,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - VPC Access for AWS Lambda Functions,21354,High,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Disallowed Public Access to Administration Ports (ACL),16071,High,5,"acl-0488b74611fd6b91c, acl-09d057a34d806ce14, acl-071ea34d9ed3250cd"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Disallowed Public Access to Telnet Port (ACL),21301,High,5,"acl-0488b74611fd6b91c, acl-09d057a34d806ce14, acl-071ea34d9ed3250cd"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Disallowed Public Access to SSH Port (ACL),21300,High,5,"acl-0488b74611fd6b91c, acl-09d057a34d806ce14, acl-071ea34d9ed3250cd"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Disallowed Public Access to RDP Port (ACL),21302,High,5,"acl-0488b74611fd6b91c, acl-09d057a34d806ce14, acl-071ea34d9ed3250cd"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Enabled Versioning,16026,High,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,IAM - No Full Administrative Privileges Policies,16018,High,1,AdministratorAccess (ANPAIWMBCKSKIEE64ZLYK)
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Enabled MFA Delete,16027,High,1,s3bucket-mlstaff3 - Versioning
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,EC2 - Transit Gateways should not automatically accept VPC attachment requests,21319,High,1,tgw-0da90d70ca7bdb019
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Using An IAM Role For More Than One Lambda Function,21353,High,1,aws-controltower-ForwardSnsNotificationRole
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Logging - Running CloudTrail Integration with CloudWatch,16045,High,1,s3bucket-mlstaff3Trail
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,EC2 - Subnets should not automatically assign public IP addresses,21309,Medium,16,"subnet-0edfa98b72cb8bcd2, subnet-08cdc053b8c22c8f2, subnet-07b7dd88a66b5f976"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,CloudFormation - Enabled Termination Protection,21292,Medium,15,"StackSet-AWSControlTowerBP-BASELINE-CONFIG-0f5418cd-0764-4ff0-87b0-d3ec5956c3cb, StackSet-sysdig-secure-organization-lihnqv-3f825043-365e-4abf-9e07-25e59f62e9fe, StackSet-AWSControlTowerBP-BASELINE-CONFIG-ffe29f31-b954-4004-913f-5b5659c8a7bb"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,SecurityHub - Enabled,37236,Medium,10,"ap-southeast-2, eu-west-3, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Data Lifecycle Manager - Automate EBS Snapshot,37194,Medium,10,"ap-southeast-2, eu-west-3, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Inspector 2 - Not Enabled,37136,Medium,9,209479291237
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,SNS - Encrypted at Rest Using AWS KMS,21121,Medium,8,"arn:aws:sns:us-west-2:209479291237:aws-controltower-SecurityNotifications, arn:aws:sns:us-west-1:209479291237:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-2:209479291237:aws-controltower-SecurityNotifications"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Glue - Data Catalog Connection Passwords Encryption,27136,Medium,8,"us-east-1, ap-northeast-2, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Glue - Data Catalog Objects Encrypted,27135,Medium,8,"us-east-1, ap-northeast-2, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Glue - Encrypted with CMK,37203,Medium,8,"us-east-1, ap-northeast-2, ap-southeast-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Function Uses Supported Runtime,21131,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Enable Enhanced Monitoring for Lambda Functions,21345,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Enable Provisioned Concurrency,21347,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Cross Account Access,21350,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Enable Code Signing,21366,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Tracing Enabled,21352,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Check Lambda Function URL Not in Use,21365,Medium,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,SNS - Appropriate Subscribers,21371,Medium,6,"arn:aws:sns:ap-east-1:209479291237:aws-controltower-SecurityNotifications:9d9a3903-e794-43d1-9380-f5e794812f5c, arn:aws:sns:eu-north-1:209479291237:aws-controltower-SecurityNotifications:316473ad-7ee1-437e-a5ee-c51aae30b212, arn:aws:sns:eu-west-2:209479291237:aws-controltower-SecurityNotifications:4eb920dd-7480-447f-bc41-2e01e620774c"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,KMS - Cross Account Access,21452,Medium,6,"b422b14d-509f-4385-b6f6-6a5ef06c4142, cf2f5319-373d-47ec-b6a8-220a704d36b2, d8f7f040-dc6f-4c99-8581-a8b111787035"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Config - Referencing Missing S3 Bucket,37210,Medium,5,aws-controltower-BaselineConfigDeliveryChannel
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Disallowed Public Access to Any Port (ACL),21328,Medium,5,"acl-0488b74611fd6b91c, acl-09d057a34d806ce14, acl-071ea34d9ed3250cd"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Default Security Groups Restrict All,16073,Medium,4,"default (sg-0374e3ad80e48aeea), default (sg-06cd08969fc4b6228), default (sg-03516dad1183fd9e4)"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,CloudWatch Event - Events In Use,37146,Medium,4,"eu-west-3, ca-central-1, ap-south-1"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Networking - Disallowed Public Access to Any Port (Security Groups),21329,Medium,4,"default (sg-0374e3ad80e48aeea), default (sg-06cd08969fc4b6228), default (sg-03516dad1183fd9e4)"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Cloud Account - Identity Provider,27000,Medium,4,"sysdig-secure-posture-lihnqv, aws-controltower-ReadOnlyExecutionRole, AwsAccountDiscoveryRole"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Logging - Enabled VPCs Flow Logs,16053,Medium,3,"vpc-0a5b74e4537ed1d98, vpc-06a5427356c1c83af, vpc-04fd0211290c26b4f"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Network without Traffic Logging (AWS),27165,Medium,3,"vpc-0a5b74e4537ed1d98, vpc-06a5427356c1c83af, vpc-04fd0211290c26b4f"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Logging - Enabled Trail Log File Encryption,16051,Medium,2,"aws-controltower-BaselineCloudTrail, s3bucket-mlstaff3Trail"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Logging - Enabled S3 Read Events Log,16055,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Transfer Acceleration,21502,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Object Lock,21501,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Server Side Encryption via Bucket Policies,21497,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,IAM - Defined EC2 Instance Roles,16020,Medium,1,i-0266e70616b704b70
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Disabled HTTP Requests,16025,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Buckets Encrypted with Customer-Provided CMKs,21499,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Defined Amazon Macie Job,16028,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Cross Account Access,21494,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Buckets Lifecycle Configuration,21500,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Logging - Enabled S3 Write Events Log,16054,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,S3 - Bucket MFA Delete Enabled,21492,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,EC2 - Private Image,27169,Medium,1,i-0266e70616b704b70
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,EC2 - Image Encrypted,27172,Medium,1,i-0266e70616b704b70
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,AWS S3 - Bucket Logging Enabled,67003,Medium,1,ml-cold-storage
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,CloudFormation - Integration with Simple Notification Service (SNS),21014,Low,15,"StackSet-AWSControlTowerBP-BASELINE-CONFIG-0f5418cd-0764-4ff0-87b0-d3ec5956c3cb, StackSet-sysdig-secure-organization-lihnqv-3f825043-365e-4abf-9e07-25e59f62e9fe, StackSet-AWSControlTowerBP-BASELINE-CONFIG-ffe29f31-b954-4004-913f-5b5659c8a7bb"
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,Lambda - Enable Dead Letter Queue for Lambda Functions,21343,Low,7,aws-controltower-NotificationForwarder:$LATEST
Marie Loh Chiew Shia (Asst Prof),AWS-LKC-ML-Staff3,209479291237,CloudTrail - Trails are integrated with Amazon CloudWatch Logs,21122,Low,1,s3bucket-mlstaff3Trail
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,CloudFormation - Stack Policy,21447,High,21,"hail, StackSet-AWSControlTowerBP-BASELINE-CONFIG-d0eaa166-7aeb-4559-87e2-907b67083891, cf-stg-heliosntu-nextflow-pipeline-iam-001"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,CloudFormation - Deletion Policy in Use,21445,High,21,"hail, StackSet-AWSControlTowerBP-BASELINE-CONFIG-d0eaa166-7aeb-4559-87e2-907b67083891, cf-stg-heliosntu-nextflow-pipeline-iam-001"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Lambda - VPC Access for AWS Lambda Functions,21354,High,16,"lamb-stg-precise-sg100k-data-request-portal-request-handler-001:$LATEST, pcluster-CleanupRoute53-be2850d0-9102-11ef-ab8f-0a9a8d0fb935:$LATEST, parallelcluster-ui-UserPoolClientSecretFunction-izIzzwQEozGs:$LATEST"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Lambda - Enable Encryption at Rest for Environment Variables using Customer Master Keys,21344,High,16,"lamb-stg-precise-sg100k-data-request-portal-request-handler-001:$LATEST, pcluster-CleanupRoute53-be2850d0-9102-11ef-ab8f-0a9a8d0fb935:$LATEST, parallelcluster-ui-UserPoolClientSecretFunction-izIzzwQEozGs:$LATEST"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,S3 - Enabled Versioning,16026,High,11,"aws-emr-studio-897039363324-ap-southeast-1, cf-templates-jai1e1ljinm8-ap-southeast-1, testbucket-metabolites"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,S3 - Enabled MFA Delete,16027,High,9,"docs.heliosntu.org - Versioning, testbucket-metabolites - Versioning, sg100k-research - Versioning"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,IAM - Enabled Access Analyzer,16022,High,6,"us-west-2, ap-southeast-2, ap-northeast-2"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Networking - Disallowed Public Access to Administration Ports (ACL),16071,High,6,"acl-07662c5790d555215, acl-0c53d33031b4cf90b, acl-02aebb3c35af9c8e5"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Networking - Disallowed Public Access to RDP Port (ACL),21302,High,6,"acl-07662c5790d555215, acl-0c53d33031b4cf90b, acl-02aebb3c35af9c8e5"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Networking - Disallowed Public Access to SSH Port (ACL),21300,High,6,"acl-07662c5790d555215, acl-0c53d33031b4cf90b, acl-02aebb3c35af9c8e5"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,EC2 - Security groups allow unrestricted access to ports with high risk,21030,High,6,"launch-wizard-4 (sg-0b3a8316ef739650c), launch-wizard-5 (sg-084864edbe70c5ac0), default (sg-0b438722b22c84cd6)"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,SNS - Cross Account Access,21372,High,6,"arn:aws:sns:ap-southeast-2:897039363324:aws-controltower-SecurityNotifications, arn:aws:sns:us-west-2:897039363324:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-1:897039363324:cloudwatch-cpu-utilization"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,SNS - Enable Server-Side Encryption for Topics,21373,High,6,"arn:aws:sns:ap-southeast-2:897039363324:aws-controltower-SecurityNotifications, arn:aws:sns:us-west-2:897039363324:aws-controltower-SecurityNotifications, arn:aws:sns:ap-southeast-1:897039363324:cloudwatch-cpu-utilization"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Networking - Disallowed Public Access to Telnet Port (ACL),21301,High,6,"acl-07662c5790d555215, acl-0c53d33031b4cf90b, acl-02aebb3c35af9c8e5"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,EBS - Enabled Encryption At Rest (Region-wise),16031,High,6,"us-west-2, ap-southeast-2, ap-northeast-2"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,API Gateway - Gateway with VPC_LINK connection type,21333,High,3,"apig-stg-precise-sg100k-data-request-portal-001, apig-precise-sg100k-data-request, ParallelClusterUI"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,API Gateway - Not Private,27013,High,3,"apig-stg-precise-sg100k-data-request-portal-001, apig-precise-sg100k-data-request, ParallelClusterUI"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,ECR - Enabled Vulnerability Scanning,7046,High,3,"precise-lkcmedicine-temus, cdk-agc-container-assets-897039363324-ap-southeast-1, gvcf-to-vds-processor"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Lambda - Using An IAM Role For More Than One Lambda Function,21353,High,2,"aws-controltower-ForwardSnsNotificationRole, iamr-precise-sg100k-data-request-lambda-001"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,EBS - Enabled Encryption At Rest (Volume-wise),16033,High,2,"ap-southeast-1b vol-0c4f4cbcce64fd0a7, ap-southeast-1a vol-033dfa86a1aa94484"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,S3 - Blocked Public Access (Bucket-wise),16030,High,2,"hail.heliosntu.org, docs.heliosntu.org"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,CloudFront - FieldLevel Encryption,21360,High,2,"E2NVJZ5CV6JCKA, E2UEA82QYF6KEE"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,EC2 - Transit Gateways should not automatically accept VPC attachment requests,21319,High,2,"tgw-0da90d70ca7bdb019, tgw-095b684b7989e77a1"
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,ELB - Application Load Balancer Deletion Protection Enabled,20163,High,1,alb-stg-data-request
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,EC2 - Instances should not have a public IP address,21036,High,1,i-02e659e6a1a1ad425
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,IAM - Appropriate Access Key Rotation,16016,High,1,nscc-space-s3 (AIDA5BW5WNT6EVRQJJ3FY)
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,IAM - No Full Administrative Privileges Policies,16018,High,1,AdministratorAccess (ANPAIWMBCKSKIEE64ZLYK)
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,IAM - No Inline Policies,16017,High,1,nscc-space-s3 (AIDA5BW5WNT6EVRQJJ3FY)
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,IAM - No Multiple Access Keys,16015,High,1,nscc-space-s3 (AIDA5BW5WNT6EVRQJJ3FY)
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,IAM - No Unused Access Keys,16014,High,1,nscc-space-s3 (AIDA5BW5WNT6EVRQJJ3FY)
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,ECR - Read-only Access,7048,High,1,EC2InstanceProfileForImageBuilderECRContainerBuilds (ANPAZKAPJZG4C32QNC6KD)
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Monitoring - Defined Filter and Alarm for VPC Flow Logs CloudWatch Log Group,37167,High,1,fl-0cac10d7361372dd1
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,Monitoring - Defined Filter and Alarm for VPC Flow Logs Metric Filter,37166,High,1,fl-0cac10d7361372dd1
Max Lam Zhan Yang,AWS-LKC-Genomics,897039363324,ELB - Application Load Balancer Logging Enabled,20162,High,1,alb-stg-data-request
